filename,transcript
0169.wav,"தவளைங்க, தவளை வந்து கலர் மாறும்னு உங்களால நம்ப முடியுமா? இல்ல, நம்மள சுத்தி இருக்கக்கூடிய ரெகுலர் இந்தியன் புல்ஃிராக் இருக்குல்ல, அது வந்து கலர் மாறுமா?"
0170.wav,"எல்லோ கலருக்கு வருமா, பிரைட் எல்லோ கலர்ல இருக்குமா. எல்லா நேரமும் தவலை நார்மல் கலர்ல இருக்குமா. ஆனா இந்த மான்சூன் சீசன் வந்துருச்சுன்னா, பயங்கர எல்லோ கலர்ல ஆயிடும்."
0171.wav,"அந்த தவலை இருக்கறப்போ சுத்தி இருக்கிற ஃபீமேல் ஃப்ராக்ஸ் எல்லாம், ஓ இது பாரு, செம எல்லோவா இருக்குது, இது பாரு லைட் எல்லோவா இருக்குது அப்படின்னு சொல்லிட்டு அட்ராக்ட் ஆகி மேட்டிங் பண்ணி முடிக்குமா. மேட்டிங் பண்ணி முடிச்ச உடனே தவலை மறுபடியும் கேமஃபிளஜாய், நம்ம கண்டுபிடிக்காத அளவுக்கு ஓரமா போய் உட்காந்துக்குவோம், கரெக்டா?"
0172.wav,"அந்த கலருக்கு போய் உக்காந்துருமா. சோ, பொண்ணுங்களை அட்ராக்ட் பண்றதுக்குன்னே கலர் வந்து தன்னோட மொத்த பிசிகல் கலரையே வந்து ஆண் தவளைகள் வந்து மாத்தி வச்சிக்குது. டு எ பிரைட் எல்லோ, விச் இஸ் கிரேசி!"
0173.wav,"அண்ட் எனக்கு அதை பாக்குறப்ப ஒரு இன்ட்ரஸ்டிங்கான ஒரு விஷயமும் தோணுது. நீங்க மயில் பாத்தீங்கன்னாலும், ஆண் மயில்தான் வந்து ரெக்கை எல்லாம் விரிச்சு ஆடுது. ஆக்ஷுவலா இந்த மோஸ்ட் ஆப் தி அனிமல் கிங்டம் பார்த்தோம்ன்னா, நம்மளும் ஒரு விதத்துல அனிமல் தானே."
0174.wav,"பட் நம்மள தவிர மோஸ்ட் ஆப் தி அனிமல் கிங்டம் பார்த்தோம்ன்னا, ஆண்கள்தான் அந்த பெண்களை இம்ப்ரஸ் பண்றதுக்கு நிறைய விஷுவல்ஸ் வந்து, தன்னை எவ்வளவு பியூட்டிஃபுல்லா காமிச்சுக்கறாங்கன்னு இருக்குது."
0175.wav,"எனக்கு அது ஒரு இன்ட்ரஸ்டிங்கான இன்ட்ரஸ்டிங்கான விஷயமா பட்டுச்சு. எனிவே, நைன்த் ஒன் என்ன அப்படின்னு பார்த்தீங்கன்னால், நல்ல வேலைக்கு ஆனா ஆம்பளையா இருந்துகிட்டு அழகா காமிச்சுக்கணும்னா, அது எவ்வளவு பெரிய வேலை, இது நம்ம மனிதர்களுக்குள்ள நல்ல வேலைக்கு ஏன் ஆரம்பிச்சு வச்சான்னு தெரியல."
0176.wav,"ஈஸியர்ஃர் மென். நைன்த் ஒன் என்ன அப்படின்னு பார்த்தீங்கன்னால், இந்தியன் மட் கிராப் நண்டு இருக்குல்ல, அதுவும் வந்து ஒரு ஃபேசினேட்டிங்கான சூப்பர் பவர் இருக்குது."
0177.wav,"அது புடிச்சிருச்சுன்னா, நண்டு என்ன பண்ணும்னா, அதுவே அதோட கைய வெட்டி விட்டுருமா. அதுக்கு அந்த டெக்னாலஜி இருக்கும், ஆம்பியூட் பண்ணிடுமா, அதுவே விட்டுட்டு வந்துருமா. அண்ட் அதுக்கப்புறம் முழு கைய அதனால வளர்த்துக்க முடியுமா?"
0178.wav,"விச் இஸ் கிரேசி ரைட்! யோசிச்சு பாருங்களேன், நம்ம கை கால் ஏதாவது போயிடுச்சு, நம்ம மறுபடியும் அதை வளர்த்துக்க முடியும்னா, ஆக்ஸிடென்ட்ஸ் எல்லாம் வந்து நம்ம அவ்வளோ பார்த்து பயப்பட கூட தேவையில்லை. பட் இந்த டெக்னாலஜி நண்டுகளுக்கு இருக்குது."
0179.wav,"டென்த் ஒன் என்ன அப்படின்னு பார்த்தீங்கன்னால், ஒரு தேனி. நம்ம அந்த தேன் கூட்டுக்குள்ள எல்லாம் போய் பார்த்தோம்னா, எப்பவுமே பெர்ஃபெக்ட்டா ஒரு முப்பது டிகிரீசெஸ்ல தான் இருக்குமா?"
0180.wav,"ஒரு விஷயம் சொல்றேன். ஈஸியா யோசிச்சு பாருங்க. ஒருவேளை நம்மகிட்ட ஒரு டெக்னாலஜி இருக்கு, ஓகேவா? வெளிய மழை பெஞ்சாலும் சரி, வெளிய வந்து பயங்கரமா வெயில்லா இருந்தாலும் சரி, வீட்டுக்குள்ள ஒரு டெம்பரேச்சரை நம்மளோட கையை மூவ் பண்ணியே உருவாக்கிக்கிட்டா எப்படி இருக்கும்?"
0181.wav,"நம்மள சுத்தி எப்பவுமே வார்மா வச்சுக்க முடியும்ன்னு. நான் கேக்குறதுக்கு கிரேசியா இருந்தாலும், வெல், பீஸ் இதைதான் பண்ணுது."
0182.wav,"யோசிச்சு பாருங்களேன்! ஹியூமன்ஸ்னால இதை பண்ண முடிஞ்சுச்சுன்னா, ஏசியே யாருக்கும் தேவைப்படாது. இந்த கோல்டு கண்ட்ரிஸ்ல எல்லாம் ஹீட்டர்ஸ் தேவைப்படாது. கிரேசி! ஈலவன்த் ஒன் என்ன அப்படின்னு பார்த்தீங்கன்னால், வவ்வால்."
0183.wav,"பேட்ஸ்ல என்னமதான பெருசா இருக்குது. கோவிட் எல்லாம் ஆரம்பிச்சு விட்டது அதான்னு கேட்டீங்கன்னா, ஆரம்பிச்சு விட்டது அதுதான். ஆனா, அந்த பேட்டோட டிஸ்டன்ஸ் ஆப் ஃிளை என்னைக்காவது யோசிச்சிருக்கீங்களா? பாக்குறதுக்கு இங்க இருந்து அங்க குதிக்குதுன்னுதானே தோணும்."
0184.wav,"பட் நம்ம ஊர்ல இருக்கக்கூடிய வவ்வால் வந்து ஐம்பது கிலோமீட்டர் வரைக்கும் ஒரே ஸ்ட்ரெட்ச்ல போயிட்டு வர முடியுமா? தட் இஸ், சென்னையில இருந்து மகாபலிபுரத்துக்கு ஒரே ஸ்ட்ரெட்ச்ல போக முடியும்."
0185.wav,யோசிச்சு பாருங்களேன்! ஓவர் நைட்ல நீங்க ஓடி போயிட்டு வர முடியும்னா எப்படி இருக்கும்? கோயம்புத்தூர்ல இருந்து திருப்பூர் போயிட்டு வந்துரலாம். மதுரையில இருந்து விருதுநகர் போயிட்டு வந்தரலாம். அவ்வளவு தூரத்துக்கு வந்து ஒரு வவ்வால்னால ஒரே ஸ்ட்ரெட்ச்ல போய் சா ப்பாடு சா ப்பிட்டுட்டு மறுபடியும் திருப்பி வர முடியுமா?
0186.wav,"கிரேசி! டுவல்ஃப்த் ஒன் என்னன்னு பார்த்தீங்கன்னா, நம்ம ஊர்ல இருக்கக்கூடிய கண்ணாடி விரியன். பாம்பு. ஏசியாலயே அதிகமான விஷம் கொண்ட ஒரு பாம்பு எதுன்னு பார்த்தீங்கன்னா, நம்ம தமிழ்நாட்டுல சுத்திட்டு இருக்கக்கூடிய கண்ணாடி விரியன்னு சொல்லக்கூடிய இந்த ஒரு ரசில்ஸ் வைப்பர் தான்."
0187.wav,"அவ்வளவு விஷம் இருக்காம். இது வந்து போட்ட உடனே பாத்தீங்கன்னால, பயங்கரமா இந்த இடத்துல வலியை உருவாக்குறது மட்டும் இல்லாம, கிட்னி ஃபெயலியர் வரைக்கும் உருவாக்கும். ஒன் ஆப் தி மோஸ்ட் வெனம ஸ்னேக் நம்ம ஊர்லதான் சுத்திட்டு இருக்குது அப்படின்னு சொல்றாங்க, கிரேசி!"
0188.wav,வெறும் இருபத்து மூணு லேக்பீஸ் இருந்தா போதும். உலகத்துல எந்த நாட்டுக்கும் இல்லாத ஒரு ஆபர துபாய் வந்து இந்தியாவுக்கு கொடுத்துருக்காங்க.
0189.wav,"லாஸ்ட் ஒரு ஒரு வாரமா பாத்தீங்கன்னா இந்தியால ஷேர் பண்ணாத ஆளே இருக்க மாட்டாங்க. எஸ்பெஷலி நம்ம ஊர்ல பாத்தீங்கன்னா பிரெண்ட்ஸ் கேங்கக்குள்ளல்லாம், ஃபேமிலி குரூப்ல எல்லாம் மாத்தி மாத்தி இத போட்டு வாங்க எல்லாரும் துபாய் கிளம்பலாம்."
0190.wav,துபாய் கிளம்பலாம்!
0191.wav,"மதன், என்ன மதன் சொல்ற அப்படின்னுதான் நிறைய பேரு ஜர்காவீங்க. வெல், இன்னைக்கு வீடியோல நான் டீடைல்டா என்ன நடந்துருக்கு அப்படிங்கறத எக்ஸ்பிளைன் பண்றேன். அண்ட் கோல்டன் விசா வாங்கலாம், அதுக்கு எவ்வளவு செலவாகும் அப்படிங்கற எல்லா விஷயத்தையும் உங்ககிட்ட நான் உண்மையிலேயே சொல்றேன்."
0192.wav,கோல்டன் விசான்னா என்ன? எதுக்கு இவ்வளவு பேர் இவ்வளவு ஹைப் ஆயிட்டு இருந்தாங்க? பெரிய பெரிய நியூஸ் சேனல்ஸ்லாம் கூட பிரேக் பண்ணாங்களே. அப்புறம் எப்படி அது ஃபேக்கா இருக்குது? அப்படிங்கிற நிறைய கேள்விகள் உங்களுக்கு இப்ப வர ஆரம்பிச்சிருக்கும்.
0193.wav,இன்னைக்கு வீடியோல அந்த கேள்விகளுக்கான பதில் எல்லாத்தையும் தான் உங்ககிட்ட ஓவனா சொல்ல போறேன்.
0194.wav,"சேர்ந்துட்டீங்களா? இப்ப உங்ககிட்ட எக்ஸ்பிளைன் பண்ண ஆரம்பிக்கிறேன். ஹலோ எவரிஒன், நான் மதன் கௌரி அண்ட் ஹலோ மை டியர் எம்ஜி ஸ்கவாட்."
0195.wav,"ஒரு டைம் நம்ம வந்து ஒரு லாக் திராம், ஓகேவா, அவங்களோட கரன்சி, நம்ம வந்து யுஏஇடி நம்ம வந்து பே பண்ணி கோல்டன் வீசா வாங்கிக்கலாம் அப்படிங்கறதுதான் வந்து பேசிக்கா இன்டர்நெட்ல சுத்திட்டு இருந்த ரூமர்."
0196.wav,அவங்க ஊரு கரன்சிக்கு ஒரு லட்ச ரூபாங்கறது நம்ம ஊரு கரன்சிக்கு இருபத்து மூணு லட்சம் ரூபா. சோ இருபத்து மூணு லேக்ஸ் கொடுத்துட்டு நம்ம ஒரு கோல்டன் வீசா வாங்கிக்கலாம்ங்கறதுதான் ரூமரா இன்டர்நெட்ல சுத்திட்டு இருந்துச்சு.
0197.wav,"ஃபர்ஸ்ட் இது பொய்யான நியூஸ்ங்கறது இருக்கட்டும். கோல்டன் விசானா என்ன மதுன்னு, எதுக்கு எல்லாரும் இவ்வளவு ஹைப் பண்ணாங்கன்னு கேப்பீங்கல்ல."
0198.wav,"மூணு ரீசன்னால ஜெனரலா ஒரு கண்ட்ரிக்கு யாரா இருந்தாலும் போவாங்க. ஃபர்ஸ்ட் என்னன்னு பாத்தீங்கன்னா, ஸ்டூடென்ட் விசா. படிக்கிறதுக்கு போகலாம். ரெண்டாவது, வொர்க் விசா, பிசினஸ் இல்ல வந்து ஏதாவது இடத்துல வேலை பார்கறதுக்கு, அங்க இருந்து ஒரு கம்பெனில வேலை கொடுத்துருக்காங்க, நான் போய் வேலை பாரக்கணும்."
0199.wav,"இதுக்காக ரெண்டாவது ஒரு ஆப்ஷன். ஒரு நாடு உங்கள அலவ் பண்ணுவாங்க. மூணாவது, மோஸ்ட் ஃபேமஸ் ஆப்ஷன், டூரிஸ்ட். டூரிஸ்ட்டா உள்ள அலவ் பண்ணுவாங்க. பட் ஒரு ஒரு மாசம், ரெண்டு மாசம் இல்ல ஒரு வருஷத்துக்குள்ள திரும்பி கிளம்புப்பா அப்படின்னருவாங்க."
0200.wav,"எந்த கண்ட்ரிக்கு போறதுனால இந்த மூணு விசாதான் மேஜரா இருக்கும், கரெக்டா. இதெல்லாம் போக ஒரு கண்ட்ரியா வந்து சில பேர் வந்தா சூப்பரா இருக்கும்னு நினைப்பாங்கல்ல. ஒரு கண்ட்ரி எப்போ சந்தோஷமாவாங்க, இவங்க எல்லாம் வராங்கன்னு."
0201.wav,"யாரு வந்தா சந்தோஷமாவாங்கன்னு பாத்தீங்கன்னா, இருக்கறதுலயே அல்ட்ரா ஃபேமஸான ஆட்கள், இருக்கறதுலயே அல்ட்ரா சக்சஸ்ஃபுல்லான ஆட்கள், இருக்கறதுலயே அல்ட்ரா பணக்காரங்கல்லாம் வந்து ஒரு நாட்டுக்கு வந்தாங்கன்னா, அது அந்த நாட்டோட எகனாமிக்கும், அட்வர்டைஸ்மெண்டக்கும் எல்லாத்துக்கும் நல்லதுதானே."
0202.wav,சோ இதை ப்ரொமோட் பண்றதுக்கு துபாய் வந்து யுனைட்டட் அரப் எமிரேட்ஸ் வந்து கோல்டன் வீசா அப்படிங்கற ஒரு கான்செப்ட்ட வந்து லான்்ச் பண்றாங்க.
0203.wav,"இல்ல நீங்க ஒரு பெரிய பணக்காரனா இருக்கீங்க, நீங்க வந்து இந்த மிடில் ஈஸ்ட்ல இருந்து இந்த யுனைட்டட் அரப் எமிரேட்ஸ்ல வந்து கிட்டத்தட்ட நாற்பது கோடி ரூபாய்க்கு மதிப்பான சொத்து ஏதாவது வாங்குனீங்கன்னா, உங்களுக்கு கோல்டன் விசா கிடைக்கும்."
0204.wav,"இந்த மாதிரி சில கண்டிஷன்ஸ் அப்ப கோல்டன் விசாங்கறது ஒன்னு கொடுப்பாங்க. கோல்டன் விசா வச்சு என்ன பண்ணலாம்னு பாத்தீங்கன்னால், ஒரு பத்து இயர்ஸ், ஐந்து டு பத்து இயர்ஸ்க்கு வந்து எந்த வீசாவுமே எடுக்க தேவையில்லை."
0205.wav,நீங்க பேசிக்கா இன்னொரு வீட்டுக்கு போயிட்டு வர மாதிரி போயிட்டு வரலாம். அங்க நீங்க பிசினஸ் ஆரம்பிக்கலாம். அங்க பேங்க் அக்கவுண்ட் ஓபன் பண்ணலாம். பேசிக்கா அந்த நாட்டோட ஒரு டெம்பரரி சிட்டிசனாவே கிட்டத்தட்ட ஒரு டிக்கேடு வரைக்கும் பத்து வருஷம் வரைக்கும் வாழலாம்.
0206.wav,அங்க உங்க பசங்களை படிக்க வைக்கலாம். அங்க நீங்க வேலைக்கு போகலாம். அங்க வேலை ஆரம்பிக்கலாம். என்னனாலும் பண்ணலாம். இந்த மாதிரி நிறைய ப்ரோவிஷன்ஸ் இருக்கறதுதான் இந்த கோல்டன் விசா. இதை வந்து துபாய் எதுக்கு கொண்டு வராங்க?
0207.wav,"உலகத்துல இருக்கிற நிறைய பணக்காரங்க, ஃபேமஸான ஆட்கள். நம்ம ஊர்ல இருந்தே நிறைய ஆக்டர்ஸ் எல்லாம் பாத்தீங்கன்னா, அங்க கிளம்பி கோல்டன் வீசா எல்லாம் வாங்கிட்டு இருக்காங்க. கேரளால இருந்து நிறைய யூர்சஸ் வந்து கோல்டன் வீசா வாங்கிருக்காங்க."
0208.wav,"இப்படி நிறைய பேர் வந்து அங்க போய் வாங்கிக்கலாம். சோ, அந்த கண்ட்ரி வந்து வெல்கம் பண்றாங்க, நீங்க எல்லாம் வாங்க அப்படின்னு சொல்லிட்டு. இதுதான் கோல்டன் விசாவோட ஒரு பேசிக்கான லாஜிக்."
0209.wav,"எப்படி இப்போ கிட்டத்தட்ட நாற்பது ஆறு கரோர்ஸ் இந்தியன் கரன்சி கொடுத்து, ஒரு லேண்ட் வாங்கி வாங்கக்கூடிய கோல்டன் வீசாவை இருபத்து மூணு லட்சம் ரூபாய் நீங்க ஒரு டைம் கவர்மெண்ட்க்கு பே பண்ணி நீங்க வீசா வாங்கிக்கலாம்ன்னு சொன்ன உடனேதான், எல்லாரும் மீம் எல்லாம் பாத்தீங்கன்னா, அவ்வளோுதான், எல்லாரும் கேட்ட பிச்சுக்கிட்டு ஓடுற மாதிரி எல்லாம் போட்டுட்டு இருந்தாங்க."
0210.wav,"கடைசியில என்ன ஆச்சுன்னு பாத்தீங்கன்னா, அவங்களோட கவர்மெண்ட் வந்து, டேய், நான் எப்படண்டா அப்படில்லாம் சொன்னேன், அப்படில்லாம் எதுவும் இல்லை, நிறைய பேர் ஏமாறாதீங்க அப்படின்னு சொல்லிட்டு இன்னைக்கு அனௌன்ஸ்மென்ட் கொடுத்துருக்காங்க. எனக்கு இன்னொரு ஒரு கொஸ்டின் இருக்குது."
0211.wav,எதுனால நம்ம ஊர்ல இவ்வளவு பஸ் ஆகுறாங்க? ஏன் வெளிநாட்டுக்கு போய் வேலை பாக்குறதுங்கறது இவ்வளவு ஒரு ஹைப் ஆன விஷயமா இருக்குது? வெளிநாட்டுக்கு மூவ் ஆகுறது ஹைப்பா இருக்குதுன்னு சொல்லிட்டு நான் கொஞ்சம் யோசிச்சிட்டு இருந்தேன்.
0212.wav,"அப்ப எனக்கே ஒரு பர்சனலா ஒரு இன்சிடென்ட் இருக்குது. உங்களுக்கு நல்லா ஞாபகம் இருக்கும், இருபத்து பத்தொன்பதுல நான் வந்து கத்தார் போயிருந்தேன். ஐ திங்க இந்த சேனலோட ஃபர்ஸ்ட் இன்டர்நேஷனல் விளாகே அதுதான். நம்ம நிறைய இடத்துல வந்து வீடியோ எல்லாம் எடுத்து போஸ்ட் பண்ணி இருந்தோம்ல, கத்தார் போய் அங்க இருக்கற நிறைய எம்ஜி ஸ்கவாட்லாம் கூட மீட் பண்ணோம்."
0213.wav,"அப்போ ரிட்டர்ன் வரப்போ அந்த கத்தார் ஏர்வேஸ்ல வந்து ஒருத்தரை மீட் பண்ணேன், என்கிட்ட உட்காந்துட்டு இருந்தாரு. அவர் வந்து ரொம்ப வயசானவங்க, ஓகேவா, கிட்டத்தட்ட ஒரு அறுபது வயசுல இருந்து எழுபது வயசு கூட இருக்கலாம்."
0214.wav,"ஓகேவா, லைக் அவங்க லேபரரா வந்து கத்தார்ல இருந்து திரும்பி வராங்க. எழுபது வயசுக்கு, தட்ஸ் ஆட் ரைட், நம்ம ஜெனரலா சின்ன வயசு பசங்க போறத பா ப்போம். எழுபது வயசு ஒருத்தர் வந்து அங்க இருந்து திரும்பி கத்தார் ஏர்வேஸ்ல வந்து திரும்பி வந்துட்டு இருக்காரு, கத்தார்ல இருந்து இந்தியாவுக்கு."
0215.wav,"நான் அவங்க கிட்ட வந்து சும்மா பேச்சு கொடுத்துட்டே வந்து, எனக்கு கியூரியஸா இருக்குது. ஏன் அவங்க இவ்வளவு வருஷம் இங்க வேலை பாத்துருக்காங்க. சின்ன வயசுல வேலை பாக்குறதுன்னு ஒன்னு இருக்கு. அவங்க கிட்ட கேட்டப்போ அவங்க சொன்னாங்க, பொண்ணுங்களுக்கு கல்யாணம் பண்ணி வைக்கிறதுக்கு நான் வேலை பார்க வந்தேன்பா."
0216.wav,"ரொம்ப வருஷமா அவங்க திருப்பியே போகல. ரொம்ப நாள் கழிச்சு அவங்க இப்பதான் திருப்பி போயிட்டு இருக்காங்க, ஓகேவா. அப்படி போகுறப்போ எனக்கு ஒரு பெரிய அன்னையில இருந்து இன்னைக்கு வரைக்கும் எனக்கு இருக்கற கியூரியாசிட்டி, ஏன் வெளிநாட்டு மோகம்."
0217.wav,"ஏன் வந்து இவ்வளவு நம்ம ஊர்ல இருக்கறவங்களுக்கு வெளிநாட்டுக்கு போறது ஒரு பெரிய ஹைப்பா இருக்குது. துபாய் போறது ஹைப்பா இருக்குதுன்னு பாத்தீங்கன்னா, டூரிஸ்ட்டா போயிட்டு வரத எனக்கு புரிஞ்சுக்க முடியுது. பெருசா பில்டிங் பாக்குறோம், மால் பாக்குறோம், ரிட்டர்ன் வந்துரலாம்."
0218.wav,"பட் போய் செட்டில் ஆகுறதுங்கிற ஒரு கேள்வி இருக்குல்ல. எனக்கு அந்த கொஸ்டின் இருக்குது. சோ, நான் என்ன பண்ணேன்னு பாத்தீங்கன்னா, இதுக்கெல்லாம் பதில் சொல்ற ஒரே ஆள் இன்னைக்கு யாரு? நேர்மையா, நடுநிலையா? ஆர்டிபிசியல் இன்டெலிஜன்ஸ் தான்."
0219.wav,"சோ, ஏஐ கிட்ட கொஞ்சம் ஜாம் பண்ணேன். ஓகேவா, நான் கேள்வி கேக்குறேன்."
0220.wav,"பட் வெளிநாட்டுல போய் செட்டில் ஆகணும்னு ஏன் இத்தனை பேர் நினைக்கிறாங்க அப்படின்னு, எஸ்பெஷலி இந்தியன்ஸ், நம்ம ஊர்ல தமிழ்நாட்டில இருந்துன்னு கேக்குறப்ப, அது வந்து ஒரு பத்து ரீசன் கொடுத்துச்சு. ஐ தாட் இன்னைக்கு வீடியோல அத நான் உங்ககிட்ட சொல்றது வந்து கொஞ்சம் என்லைட்டனிங்கா இருக்கும்னு நினைக்கிறேன்."
0221.wav,"ரெண்டு காரணத்துக்கு. ஒன்னு, நம்ம ஊர்ல இருக்கறவங்க வந்து இதெல்லாம் ஃபிக்ஸ் பண்ண பார்க்கலாம். ரெண்டாவது, இதுல நிறைய விஷயம் நம்ம ஊர்ல இன்னைக்கு வர ஆரம்பிச்சிருச்சு, ரியலைஸ் ஆகாம கிளம்பிட்டு இருக்கோம்."
0222.wav,"ஏய், அது சரிப்பா, ஏன் போறாங்கன்னு கேட்டீங்கன்னால், ஹையர் சேலரி, மோஸ்ட் ஆப்வியஸ் ரீசன். நிறைய பேர் வந்து சம்பளம் நம்ம ஊரை விட வெளியில அதிகமா இருக்குங்கறத ரொம்ப ஸ்ட்ராங்கா நம்புறாங்க."
0223.wav,"ஆக்ஷுவலா இன்னைக்கு அது மாறிட்டு இருக்குது. நீங்க உங்க பிரண்ட்ஸ் யாராவது இங்கேயே நிறைய ஸ்டார்ட்டப்ஸ்லல்லாம் ஹையர் சேலரிஸ்க்கு இருக்காங்கன்னா, ஒரு பெரிய பெரிய கம்பெனிஸ்ல வேலை பார்கறாங்கன்னா, கேட்டு பாருங்க. இந்தியால வந்து ஆக்ஷுவலா சேலரி வந்து இப்ப அதிகமாக ஆரம்பிச்சிருச்சு."
0224.wav,"எஸ்பெஷலி உங்களுக்கு டேலன்ட் இருந்துச்சுன்னா, நிறைய பேர் பே பண்ண ரெடியா இருக்காங்க. பட் ஹையர் சேலரிஸ் ஆப்கோர்ஸ் கூக அளவுக்கு யாரும் இங்க பே பண்ண முடியாது. அங்க நிறைய பேர் கிளம்பி போயிட்டு இருக்காங்க. மூணாவது விஷயம் என்னன்னு பாத்தீங்கன்னா, பெண்கள் வந்து, எஸ்பெஷலி வெளிநாட்டுல போய் வேலை பார்கணும், அவர் படிக்க போணும்னு நினைக்கிறது."
0225.wav,"இந்தியால நிறைய பெண்கள் வந்து ஃப்ரீடமே ஃபீல் பண்றது இல்லை. உண்மையிலேயே சுதந்திரமா இருக்கேன் அப்படிங்கறத ஃபீல் பண்றதே இல்லை. வெளிநாட்டுக்கு போறப்பதான் நான் சுதந்திரமா இருக்கேன், உண்மையிலேயே நான் இன்டிபெண்டன்ட்டா இருக்கேன்."
0226.wav,"ஏன்னா நான் நினைச்ச நேரத்துக்கு வெளியே போக முடியும், வர முடியும், பத்திரமா இருக்க முடியும், சா ப்பிட போக முடியும், என்னனாலும் பண்ண முடியும்ங்கிற ஒரு ஃபீலிங்கே வந்து அவங்களுக்கு வெளிநாட்டுக்கு போறதுனாலதான் வருதுங்கறதுனால, நிறைய விமன் வந்து வெளிநாட்டுக்கு போகணும்னு ஆசைப்படுறாங்களாம்."
0227.wav,"நாலாவது விஷயம் என்ன அப்படின்னு பாத்தீங்கன்னால், மோஸ்ட் ஆப் தி அப்பா அம்மா வந்து எப்படியாவது வெளிநாட்டுக்கு போயிடணும்னு யோசிக்கிறதுக்கு காரணம், பெட்டர் ஃயூச்சர் ஃபர் சில்ட்ரன். அது வந்து அந்த நாட்டுல வளரக்கூடிய குழந்தைகளா இருக்கட்டும்."
0228.wav,"இங்க காசை திருப்பி அனுப்பிச்சு இங்க வந்து கன்வர்ஷன் ரேட்ல அதிகமா வரும். இங்க பசங்க பெட்டரான ஸ்கூல்ல படிக்கட்டும்னு நினைக்கிறதா இருக்கட்டும். பட் மோஸ்ட் ஆப் தி டைம், அப்பா அம்மா வந்து வெளிநாட்டுல வாழ்றதுக்கான காரணம், குழந்தைங்க சந்தோஷமா இருக்கணுங்கறதுக்காக."
0229.wav,"அஞ்சாவது ரீசன் வந்து, நிறைய பேரு இந்தியால நம்ம கெட்டற டாக்ஸ்க்கு நியாயமான சர்வீசஸ் கிடைக்கலன்னு நினைக்கிறாங்களாம். சோ இவ்வளவு டாக்ஸ், இந்தியா வந்து ஒரு ஆப் தி ஹையஸ்ட் டாக்ஸஸ், உலக அளவுல நீங்க பாத்தீங்கன்னா, இந்தியா வியா ஒரு ஆப் தி ஹையஸ்ட் டாக்ஸஸ் இருக்கக்கூடிய கண்ட்ரி."
0230.wav,"துபாய் எல்லாம் பாத்தீங்கன்னா ஒண்ணுமே கிடையாது, கம்பேர் பண்ணி பாத்தீங்கன்னா. சோ அப்படி இருக்கறப்ப, நிறைய பேர் என்ன ஃபீல் பண்றாங்கன்னா, நான் இவ்வளவு டாக்ஸ் கட்டுறேன், எஸ்பெஷலி நிறைய டாக்ஸ் கட்டறவங்க, நியாயமா டாக்ஸ் கட்டறவங்க, நிறைய பேர் எப்பவுமே ஒரு லூப் ஹோல் கண்டுபிடிச்சு போயிடுவாங்கன்னு வச்சுக்கோங்க."
0231.wav,"பட் உண்மையிலேயே டாக்ஸ் கட்டுறவங்க என்ன நினைக்கிறாங்கன்னா, எஸ்பெஷலி சேலரிடா இருக்கறப்ப, நம்ம அதுல எல்லாம் இவேட் பண்ணவே முடியாது. ப்ரா ப்பரா டாக்ஸ் கட்டிதான் ஆகணும். சோ, அப்படி டாக்ஸ் கட்டுறப்ப, நான் இவ்வளவு டாக்ஸ் கட்டுறேன், ஆனா, எனக்கு பதிலுக்கு என்ன கிடைக்குதுன்னு யோசிக்கிறப்போ, அவங்க வந்து நியாயமா இல்லைன்னு நினைக்கிறாங்க."
0232.wav,"அதனால நிறைய பேர் மைக்ரேட் ஆகுறாங்களாம். சிக்ஸ்த் ஒன் என்ன அப்படின்னு, நிறைய பேர் இந்த வீடியோ வெளிநாட்டுல இருந்து பார்த்துட்டு இருப்பீங்க, நான் சொல்றது கரெக்டா இல்லையான்னு கமெண்ட்ல சொல்லிட்டே வாங்க. எந்த பாயிண்ட் கரெக்ட்ன்னு சொல்லுங்க. சிக்ஸ்த் ஒன் என்னன்னு பாத்தீங்கன்னா, கரப்ஷன் இல்லாத வாழ்க்கை வேணும்னு நிறைய பேர் ஆசைப்படுறாங்க."
0233.wav,"அதாவது, பேசிக்கா ஒரு லைசன்ஸ் வாங்க போறதுல இருந்து, போலீஸ் கிட்ட கம்ப்ளைன்ட் கொடுக்க போறதுல இருந்து, இந்த கரப்ஷன் வேணாங்கறதுக்காக, நிறைய பேர் இந்தியா விட்டு, எனக்கு இது அவ்வளவு பெரிய பிரச்சனையான்னு, எனக்கு இப்பதான் தோணுது. கரப்ஷன்க்காக நிறைய பேர் கிளம்பி போவாங்கன்னு சொல்லுது."
0234.wav,"செவன்த் ஒன் வந்து, பேசிக் சிவிக் சென்ஸ். சிவிக் சென்ஸ்ன்னு சொல்றப்போ, ரோட்ல ஒழுங்கா கரெக்டா வண்டி ஓட்டுறது, குப்பையை போடாம இருக்கிறது, குப்பைய வந்து கரெக்டா குப்பை தொட்டியில போடுறது. இந்த மாதிரி பேசிக்கான சிவிக் சென்ஸ் இருக்குல்ல, தேவையில்லாம வந்து ஆப்போசிட் டைரக்ஷன்ல வராம இருக்கிறது."
